pm_id,pm_date,pm_title,pm_authors,pm_affiliations,pm_journals,pm_abstract
28398781,2017-04-12,Public Health Communications: Lessons Learned From the Affordable Care Act.,Anand K Parekh,"Anand K. Parekh is with the Bipartisan Policy Center, Washington, DC.",am j public health ; american journal of public health ; american journal of public health.,
28148633,2017-02-01,Symptoms from repeated intentional and unintentional head impact in soccer players.,Walter F Stewart ; Namhee Kim ; Chloe S Ifrah ; Richard B Lipton ; Tamar A Bachrach ; Molly E Zimmerman ; Mimi Kim ; Michael L Lipton,"From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. ; From Sutter Health Research (W.F.S.), Walnut Creek, CA; The Gruss Magnetic Resonance Research Center (N.K., C.S.I., T.A.B., M.L.L.), the Departments of Radiology (N.K., C.S.I., T.A.B., M.L.L.), Neurology (R.B.L., M.E.Z.), Epidemiology and Population Health (R.B.L., M.K.), and Psychiatry and Behavioral Sciences (M.L.L.), and The Dominick P. Purpura Department of Neuroscience (M.L.L.), Albert Einstein College of Medicine and Montefiore Medical Center; and Fordham University (M.E.Z.), Bronx, NY. Michael.Lipton@einstein.yu.edu.","neurology, minneap ; neurology. ; neurology","To determine the rate and differential contribution of heading vs unintentional head impacts (e.g., head to head, goal post) to CNS symptoms in adult amateur soccer players.
Amateur soccer players completed baseline and serial on-line 2-week recall questionnaires (HeadCount) and reported (1) soccer practice and games, (2) heading and unintentional soccer head trauma, and (3) frequency and severity (mild to very severe) of CNS symptoms. For analysis, CNS symptoms were affirmed if one or more moderate, severe, or very severe episodes were reported in a 2-week period. Repeated measures logistic regression was used to assess if 2-week heading exposure (i.e., 4 quartiles) or unintentional head impacts (i.e., 0, 1, 2+) were associated with CNS symptoms.
A total of 222 soccer players (79% male) completed 470 HeadCount questionnaires. Mean (median) heading/2 weeks was 44 (18) for men and 27 (9.5) for women. One or more unintentional head impacts were reported by 37% of men and 43% of women. Heading-related symptoms were reported in 20% (93 out of 470) of the HeadCounts. Heading in the highest quartile was significantly associated with CNS symptoms (odds ratio [OR] 3.17, 95% confidence interval [CI] 1.57-6.37) when controlling for unintentional exposure. Those with 2+ unintentional exposures were at increased risk for CNS symptoms (OR 6.09, 95% CI 3.33-11.17) as were those with a single exposure (OR 2.98, 95% CI 1.69-5.26) when controlling for heading.
Intentional (i.e., heading) and unintentional head impacts are each independently associated with moderate to very severe CNS symptoms."
28062722,2017-01-06,Acute plasma tau relates to prolonged return to play after concussion.,Jessica Gill ; Kian Merchant-Borna ; Andreas Jeromin ; Whitney Livingston ; Jeffrey Bazarian,"From the National Institute of Nursing Research (J.G., W.L.), NIH, Bethesda, MD; Department of Emergency Medicine (K.M.-B., J.B.), University of Rochester School of Medicine and Dentistry, Rochester, NY; and Quanterix Corporation (A.J.), Lexington, MA. gillj@mail.nih.gov. ; From the National Institute of Nursing Research (J.G., W.L.), NIH, Bethesda, MD; Department of Emergency Medicine (K.M.-B., J.B.), University of Rochester School of Medicine and Dentistry, Rochester, NY; and Quanterix Corporation (A.J.), Lexington, MA. ; From the National Institute of Nursing Research (J.G., W.L.), NIH, Bethesda, MD; Department of Emergency Medicine (K.M.-B., J.B.), University of Rochester School of Medicine and Dentistry, Rochester, NY; and Quanterix Corporation (A.J.), Lexington, MA. ; From the National Institute of Nursing Research (J.G., W.L.), NIH, Bethesda, MD; Department of Emergency Medicine (K.M.-B., J.B.), University of Rochester School of Medicine and Dentistry, Rochester, NY; and Quanterix Corporation (A.J.), Lexington, MA. ; From the National Institute of Nursing Research (J.G., W.L.), NIH, Bethesda, MD; Department of Emergency Medicine (K.M.-B., J.B.), University of Rochester School of Medicine and Dentistry, Rochester, NY; and Quanterix Corporation (A.J.), Lexington, MA.","neurology, minneap ; neurology. ; neurology","To determine whether tau changes after sport-related concussion (SRC) relate to return to play (RTP).
Collegiate athletes underwent preseason plasma sampling and cognitive testing and were followed. After a SRC (n = 46), athletes and controls (n = 37) had sampling at 6 hours, and at 24 hours, 72 hours, and 7 days after SRC. A sample of 21 nonathlete controls were compared at baseline. SRC athletes were grouped by long (>10 days, n = 23) and short (≤10 days, n = 18) RTP. Total tau was measured using an ultrasensitive immunoassay.
Both SRC and athlete controls had significantly higher mean tau at baseline compared to nonathlete healthy controls (F101,3 = 19.644, p < 0.01). Compared to SRC athletes with short RTP, those with long RTP had higher tau concentrations overall, after controlling for sex (F39,1 = 3.59, p = 0.022), compared to long RTP athletes, at 6 (p < 0.01), 24 (p < 0.01), and 72 hours (p = 0.02). Receiver operator characteristic analyses showed that higher plasma tau 6 hours post-SRC was a significant predictor of RTP >10 days (area under the curve 0.81; 95% confidence interval 0.62-0.97, p = 0.01).
Elevated plasma tau concentration within 6 hours following a SRC was related to having a prolonged RTP, suggesting that tau levels may help inform RTP."
28122727,2017-01-25,Inter-rater agreement in evaluation of disability: systematic review of reproducibility studies.,Jurgen Barth ; Wout E L de Boer ; Jason W Busse ; Jan L Hoving ; Sarah Kedzia ; Rachel Couban ; Katrin Fischer ; David Y von Allmen ; Jerry Spanjer ; Regina Kunz,"Evidence-based Insurance Medicine (EbIM), Research and Education, Department Clinical Research, University Basel Hospital, University of Basel, Spitalstrasse 8 + 12, CH-4031 Basel, Switzerland. | Institute for Complementary and Integrative Medicine, University Hospital Zurich and University of Zurich, Zurich, Switzerland. ; Evidence-based Insurance Medicine (EbIM), Research and Education, Department Clinical Research, University Basel Hospital, University of Basel, Spitalstrasse 8 + 12, CH-4031 Basel, Switzerland. ; Department of Clinical Epidemiology and Biostatistics, McMaster University, Hamilton, ON L8S 4K1, Canada. | Department of Anaesthesia, McMaster University, Hamilton, ON L8S 4K1, Canada. | The Michael G DeGroote Institute for Pain Research and Care, McMaster University, Hamilton, ON L8S 4K1, Canada. ; Coronel Institute of Occupational Health, Academic Medical Centre, University of Amsterdam, Amsterdam, Netherlands. | Research Centre for Insurance Medicine, AMC-UMCG-UWV-VUmc, Amsterdam, Netherlands. ; Evidence-based Insurance Medicine (EbIM), Research and Education, Department Clinical Research, University Basel Hospital, University of Basel, Spitalstrasse 8 + 12, CH-4031 Basel, Switzerland. ; Department of Anaesthesia, McMaster University, Hamilton, ON L8S 4K1, Canada. ; School of Applied Psychology, Institute Humans in Complex Systems, Olten, Switzerland. ; Evidence-based Insurance Medicine (EbIM), Research and Education, Department Clinical Research, University Basel Hospital, University of Basel, Spitalstrasse 8 + 12, CH-4031 Basel, Switzerland. ; Dutch National Institute for Employee Benefits Schemes, Groningen, Netherlands. | Department of Health Sciences, Community and Occupational Medicine, University Medical Centre Groningen, Netherlands. ; Evidence-based Insurance Medicine (EbIM), Research and Education, Department Clinical Research, University Basel Hospital, University of Basel, Spitalstrasse 8 + 12, CH-4031 Basel, Switzerland regina.kunz@usb.ch.",brit. med. j. ; bmj : british medical journal ; bmj ; bmj online ; british medical journal ; bmj (clinical research ed.) ; bmj.com," To explore agreement among healthcare professionals assessing eligibility for work disability benefits.
 Systematic review and narrative synthesis of reproducibility studies.
 Medline, Embase, and PsycINFO searched up to 16 March 2016, without language restrictions, and review of bibliographies of included studies.
 Observational studies investigating reproducibility among healthcare professionals performing disability evaluations using a global rating of working capacity and reporting inter-rater reliability by a statistical measure or descriptively. Studies could be conducted in insurance settings, where decisions on ability to work include normative judgments based on legal considerations, or in research settings, where decisions on ability to work disregard normative considerations. : Teams of paired reviewers identified eligible studies, appraised their methodological quality and generalisability, and abstracted results with pretested forms. As heterogeneity of research designs and findings impeded a quantitative analysis, a descriptive synthesis stratified by setting (insurance or research) was performed.
 From 4562 references, 101 full text articles were reviewed. Of these, 16 studies conducted in an insurance setting and seven in a research setting, performed in 12 countries, met the inclusion criteria. Studies in the insurance setting were conducted with medical experts assessing claimants who were actual disability claimants or played by actors, hypothetical cases, or short written scenarios. Conditions were mental (n=6, 38%), musculoskeletal (n=4, 25%), or mixed (n=6, 38%). Applicability of findings from studies conducted in an insurance setting to real life evaluations ranged from generalisable (n=7, 44%) and probably generalisable (n=3, 19%) to probably not generalisable (n=6, 37%). Median inter-rater reliability among experts was 0.45 (range intraclass correlation coefficient 0.86 to κ-0.10). Inter-rater reliability was poor in six studies (37%) and excellent in only two (13%). This contrasts with studies conducted in the research setting, where the median inter-rater reliability was 0.76 (range 0.91-0.53), and 71% (5/7) studies achieved excellent inter-rater reliability. Reliability between assessing professionals was higher when the evaluation was guided by a standardised instrument (23 studies, P=0.006). No such association was detected for subjective or chronic health conditions or the studies' generalisability to real world evaluation of disability (P=0.46, 0.45, and 0.65, respectively).
 Despite their common use and far reaching consequences for workers claiming disabling injury or illness, research on the reliability of medical evaluations of disability for work is limited and indicates high variation in judgments among assessing professionals. Standardising the evaluation process could improve reliability. Development and testing of instruments and structured approaches to improve reliability in evaluation of disability are urgently needed."
28492038,2017-02-16,"Dr. Wilma Fowler Bergfeld: A Woman of Substance, Role Model, and Founder of the Women's Dermatologic Society.",Lynn A Drake,,international journal of women's dermatology ; int j womens dermatol,
28141663,2017-02-01,The Women's Health Initiative: evolving insights over 15 years.,Juliana M Kling ; JoAnn E Manson,"Division of Women's Health, Mayo Clinic, Scottsdale, AZ Division of Preventive Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.","menopause (new york, n.y.) ; menopause : the journal of the north american menopause society. ; menopause",
28141665,2017-02-01,Association of sleep disturbance and sexual function in postmenopausal women.,Juliana M Kling ; JoAnn E Manson ; Michelle J Naughton ; M'hamed Temkit ; Shannon D Sullivan ; Emily W Gower ; Lauren Hale ; Julie C Weitlauf ; Sara Nowakowski ; Carolyn J Crandall,"1Division of Women's Health, Mayo Clinic, Scottsdale, AZ 2Division of Preventive Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 3Division of Population Sciences, Department of Internal Medicine, Ohio State University, Columbus, OH 4Division of Health Sciences Research, Mayo Clinic, Scottsdale, AZ 5Division of Endocrinology, Medstar Washington Hospital Center and Georgetown University, Washington, DC 6Department of Epidemiology and Ophthalmology, Wake Forest School of Medicine, Winston-Salem, NC 7Program in Public Health, Department of Family, Population, and Preventive Medicine, Stony Brook University, Stony Brook, NY 8Veterans Affairs Palo Alto Health Care System, Palo Alto, CA 9Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine, Palo Alto, CA 10Department of Obstetrics and Gynecology, University of Texas Medical Branch, Galveston, TX 11Department of Medicine, David Geffen School of Medicine at the University of California, Los Angeles, Los Angeles, CA.","menopause (new york, n.y.) ; menopause : the journal of the north american menopause society. ; menopause","Sleep disturbance and sexual dysfunction are common in menopause; however, the nature of their association is unclear. The present study aimed to determine whether sleep characteristics were associated with sexual activity and sexual satisfaction.
Sexual function in the last year and sleep characteristics (past 4 wk) were assessed by self-report at baseline for 93,668 women age 50 to 79 years enrolled in the Women's Health Initiative (WHI) Observational Study (OS). Insomnia was measured using the validated WHI Insomnia Rating Scale. Sleep-disordered breathing (SDB) risk was assessed using questions adapted from the Berlin Questionnaire. Using multivariate logistic regression, we examined cross-sectional associations between sleep measures and two indicators of sexual function: partnered sexual activity and sexual satisfaction within the last year.
Fifty-six percent overall reported being somewhat or very satisfied with their current sexual activity, and 52% reported partnered sexual activity within the last year. Insomnia prevalence was 31%. After multivariable adjustment, higher insomnia scores were associated with lower odds of sexual satisfaction (yes/no) (odds ratio [OR] 0.92, 95% CI, 0.87-0.96). Short sleep duration (<7-8 h) was associated with lower odds of partnered sexual activity (yes/no) (≤5 h, OR 0.88, 95% CI, 0.80-0.96) and less sexual satisfaction (≤5 h, OR 0.88, 95% CI, 0.81-0.95).
Shorter sleep durations and higher insomnia scores were associated with decreased sexual function, even after adjustment for potential confounders, suggesting the importance of sufficient, high-quality sleep for sexual function. Longitudinal investigation of sleep and its impact on sexual function postmenopause will clarify this relationship."
30148183,2017-01-01,Fluorinated Compounds in U.S. Fast Food Packaging.,Laurel A Schaider ; Simona A Balan ; Arlene Blum ; David Q Andrews ; Mark J Strynar ; Margaret E Dickinson ; David M Lunderberg ; Johnsie R Lang ; Graham F Peaslee,"Silent Spring Institute, Newton, Massachusetts 02460, United States. ; California Department of Toxic Substances Control, Sacramento, California 95814, United States. ; Green Science Policy Institute, Berkeley, California 94709, United States. | Department of Chemistry, University of California at Berkeley, Berkeley, California 94720, United States. ; Environmental Working Group, Washington, D.C. 20009, United States. ; National Exposure Research Laboratory, U.S. Environmental Protection Agency, Research Triangle Park, North Carolina 27711, United States. ; Chemistry Department, Hope College, Holland, Michigan 49423, United States. ; Chemistry Department, Hope College, Holland, Michigan 49423, United States. ; Oak Ridge Institute for Science and Education, Oak Ridge, Tennessee 37831, United States. ; Department of Physics, University of Notre Dame, Notre Dame, Indiana 46556, United States.",environmental science & technology letters ; environ sci technol lett,"Per- and polyfluoroalkyl substances (PFASs) are highly persistent synthetic chemicals, some of which have been associated with cancer, developmental toxicity, immunotoxicity, and other health effects. PFASs in grease-resistant food packaging can leach into food and increase dietary exposure. We collected ~400 samples of food contact papers, paperboard containers, and beverage containers from fast food restaurants throughout the United States and measured total fluorine using particle-induced γ-ray emission (PIGE) spectroscopy. PIGE can rapidly and inexpensively measure total fluorine in solid-phase samples. We found that 46% of food contact papers and 20% of paperboard samples contained detectable fluorine (>16 nmol/cm2). Liquid chromatography/high-resolution mass spectrometry analysis of a subset of 20 samples found perfluorocarboxylates, perfluorosulfonates, and other known PFASs and/or unidentified polyfluorinated compounds (based on nontargeted analysis). The total peak area for PFASs was higher in 70% of samples (10 of 14) with a total fluorine level of >200 nmol/cm2 compared to six samples with a total fluorine level of <16 nmol/cm2. Samples with high total fluorine levels but low levels of measured PFASs may contain volatile PFASs, PFAS polymers, newer replacement PFASs, or other fluorinated compounds. The prevalence of fluorinated chemicals in fast food packaging demonstrates their potentially significant contribution to dietary PFAS exposure and environmental contamination during production and disposal."
28617596,2017-06-15,Review of Organic Wastewater Compound Concentrations and Removal in Onsite Wastewater Treatment Systems.,Laurel A Schaider ; Kathryn M Rodgers ; Ruthann A Rudel,"Silent Spring Institute , 320 Nevada Street, Suite 302, Newton, Massachusetts 02460 United States. ; Silent Spring Institute , 320 Nevada Street, Suite 302, Newton, Massachusetts 02460 United States. ; Silent Spring Institute , 320 Nevada Street, Suite 302, Newton, Massachusetts 02460 United States.",es&t ; environ. sci. technol. ; environmental science & technology ; environmental science & technology. ; environ sci technol ; environmental science and technology ; environmental science and technology.,"Onsite wastewater treatment systems, such as septic systems, serve 20% of U.S. households and are common in areas not served by wastewater treatment plants (WWTPs) globally. They can be sources of nutrients and pathogen pollution and have been linked to health effects in communities where they contaminate drinking water. However, few studies have evaluated their ability to remove organic wastewater compounds (OWCs) such as pharmaceuticals, hormones, and detergents. We synthesized results from 20 studies of 45 OWCs in conventional drainfield-based and alternative onsite wastewater treatment systems to characterize concentrations and removal. For comparison, we synthesized 31 studies of these same OWCs in activated sludge WWTPs. OWC concentrations and removal in drainfields varied widely and depended on wastewater sources and compound-specific removal processes, primarily sorption and biotransformation. Compared to drainfields, alternative systems had similar median and higher maximum concentrations, reflecting a wider range of system designs and redox conditions. OWC concentrations and removal in drainfields were generally similar to those in conventional WWTPs. Persistent OWCs in groundwater and surface water can indicate the overall extent of septic system impact, while the presence of well-removed OWCs, such as caffeine and acetaminophen, may indicate discharges of poorly treated wastewater from failing or outdated septic systems."
28115724,2017-01-23,How jet lag impairs Major League Baseball performance.,Alex Song ; Thomas Severini ; Ravi Allada,"Department of Neurobiology, Northwestern University, Evanston, IL 60208. ; Department of Statistics, Northwestern University, Evanston, IL 60208. ; Department of Neurobiology, Northwestern University, Evanston, IL 60208; r-allada@northwestern.edu.","proc nat acad sci ; proceedings of the national academy of sciences of the usa ; proc natl acad sci ; proceedings of the national academy of sciences of the united states of america. ; proc. natl. acad. sci. u.s.a. ; proc natl acad sci usa ; proc nattl acad sci usa ; proc natl acad sci, usa ; proc.nat.acad.sci.usa ; proc. nat. acad. sc. u. s. ; proc natl acad sci u ; proc natl acad sci, u s a ; proc nat acad sci usa ; pnas usa ; proc. natl. acad. sci. usa ; proceedings of the national academy of sciences of the united states of america ; proc natl acad sci u s a ; pnas ; p n a s","Laboratory studies have demonstrated that circadian clocks align physiology and behavior to 24-h environmental cycles. Examination of athletic performance has been used to discern the functions of these clocks in humans outside of controlled settings. Here, we examined the effects of jet lag, that is, travel that shifts the alignment of 24-h environmental cycles relative to the endogenous circadian clock, on specific performance metrics in Major League Baseball. Accounting for potential differences in home and away performance, travel direction, and team confounding variables, we observed that jet-lag effects were largely evident after eastward travel with very limited effects after westward travel, consistent with the >24-h period length of the human circadian clock. Surprisingly, we found that jet lag impaired major parameters of home-team offensive performance, for example, slugging percentage, but did not similarly affect away-team offensive performance. On the other hand, jet lag impacted both home and away defensive performance. Remarkably, the vast majority of these effects for both home and away teams could be explained by a single measure, home runs allowed. Rather than uniform effects, these results reveal surprisingly specific effects of circadian misalignment on athletic performance under natural conditions."
28400522,2017-04-11,Reply to Joly: Inferring causation from comprehensive analysis of observation.,Alex Song ; Thomas Severini ; Ravi Allada,"Department of Neurobiology, Northwestern University, Evanston, IL 60208. ; Department of Statistics, Northwestern University, Evanston, IL 60208. ; Department of Neurobiology, Northwestern University, Evanston, IL 60208; r-allada@northwestern.edu.","proc nat acad sci ; proceedings of the national academy of sciences of the usa ; proc natl acad sci ; proceedings of the national academy of sciences of the united states of america. ; proc. natl. acad. sci. u.s.a. ; proc natl acad sci usa ; proc nattl acad sci usa ; proc natl acad sci, usa ; proc.nat.acad.sci.usa ; proc. nat. acad. sc. u. s. ; proc natl acad sci u ; proc natl acad sci, u s a ; proc nat acad sci usa ; pnas usa ; proc. natl. acad. sci. usa ; proceedings of the national academy of sciences of the united states of america ; proc natl acad sci u s a ; pnas ; p n a s",
28115577,2017-01-25,Change in birth outcomes among infants born to Latina mothers after a major immigration raid.,Nicole L Novak ; Arline T Geronimus ; Aresha M Martinez-Cardoso,"Department of Epidemiology, University of Michigan School of Public Health, Ann Arbor, MI, USA. ; Department of Health Behavior and Health Education, University of Michigan School of Public Health, Ann Arbor, MI, USA. | Population Studies Center, Institute for Social Research, University of Michigan, Ann Arbor, MI, USA. ; Department of Health Behavior and Health Education, University of Michigan School of Public Health, Ann Arbor, MI, USA.",int j epidemiol ; international journal of epidemiology. ; international journal of epidemiology,"Growing evidence indicates that immigration policy and enforcement adversely affect the well-being of Latino immigrants, but fewer studies examine 'spillover effects' on USA-born Latinos. Immigration enforcement is often diffuse, covert and difficult to measure. By contrast, the federal immigration raid in Postville, Iowa, in 2008 was, at the time, the largest single-site federal immigration raid in US history.
We employed a quasi-experimental design, examining ethnicity-specific patterns in birth outcomes before and after the Postville raid. We analysed Iowa birth-certificate data to compare risk of term and preterm low birthweight (LBW), by ethnicity and nativity, in the 37 weeks following the raid to the same 37-week period the previous year ( n  =   52 344). We model risk of adverse birth outcomes using modified Poisson regression and model distribution of birthweight using quantile regression.
Infants born to Latina mothers had a 24% greater risk of LBW after the raid when compared with the same period 1 year earlier [risk ratio (95% confidence interval) = 1.24 (0.98, 1.57)]. No such change was observed among infants born to non-Latina White mothers. Increased risk of LBW was observed for USA-born and immigrant Latina mothers. The association between raid timing and LBW was stronger among term than preterm births. Changes in birthweight after the raid primarily reflected decreased birthweight below the 5th percentile of the distribution, not a shift in mean birthweight.
Our findings highlight the implications of racialized stressors not only for the health of Latino immigrants, but also for USA-born co-ethnics."
28596714,2017-01-12,"Response to ""The Use of Meta-Analysis to Compare and Select Offender Risk Instruments"".",Seena Fazel,"Department of Psychiatry, University of Oxford, Oxford, United Kingdom.",int j forensic ment health ; international journal of forensic mental health,
28115712,2017-01-23,Death of family members as an overlooked source of racial disadvantage in the United States.,Debra Umberson ; Julie Skalamera Olson ; Robert Crosnoe ; Hui Liu ; Tetyana Pudrovska ; Rachel Donnelly,"Population Research Center, The University of Texas at Austin, Austin, TX 78712; umberson@prc.utexas.edu. | Department of Sociology, The University of Texas at Austin, Austin, TX 78712. ; Population Research Center, The University of Texas at Austin, Austin, TX 78712. | Department of Sociology, The University of Texas at Austin, Austin, TX 78712. ; Population Research Center, The University of Texas at Austin, Austin, TX 78712. | Department of Sociology, The University of Texas at Austin, Austin, TX 78712. ; Department of Sociology, Michigan State University, East Lansing, MI 48824. ; Population Research Center, The University of Texas at Austin, Austin, TX 78712. | Department of Sociology, The University of Texas at Austin, Austin, TX 78712. ; Population Research Center, The University of Texas at Austin, Austin, TX 78712. | Department of Sociology, The University of Texas at Austin, Austin, TX 78712.","proc nat acad sci ; proceedings of the national academy of sciences of the usa ; proc natl acad sci ; proceedings of the national academy of sciences of the united states of america. ; proc. natl. acad. sci. u.s.a. ; proc natl acad sci usa ; proc nattl acad sci usa ; proc natl acad sci, usa ; proc.nat.acad.sci.usa ; proc. nat. acad. sc. u. s. ; proc natl acad sci u ; proc natl acad sci, u s a ; proc nat acad sci usa ; pnas usa ; proc. natl. acad. sci. usa ; proceedings of the national academy of sciences of the united states of america ; proc natl acad sci u s a ; pnas ; p n a s","Long-standing racial differences in US life expectancy suggest that black Americans would be exposed to significantly more family member deaths than white Americans from childhood through adulthood, which, given the health risks posed by grief and bereavement, would add to the disadvantages that they face. We analyze nationally representative US data from the National Longitudinal Study of Youth (n = 7,617) and the Health and Retirement Study (n = 34,757) to estimate racial differences in exposure to the death of family members at different ages, beginning in childhood. Results indicate that blacks are significantly more likely than whites to have experienced the death of a mother, a father, and a sibling from childhood through midlife. From young adulthood through later life, blacks are also more likely than whites to have experienced the death of a child and of a spouse. These results reveal an underappreciated layer of racial inequality in the United States, one that could contribute to the intergenerational transmission of health disadvantage. By calling attention to this heightened vulnerability of black Americans, our findings underscore the need to address the potential impact of more frequent and earlier exposure to family member deaths in the process of cumulative disadvantage."
28201693,2017-02-16,"Do Older Parents' Relationships With Their Adult Children Affect Cognitive Limitations, and Does This Differ for Mothers and Fathers?",Patricia A Thomas ; Debra Umberson,"Department of Sociology and Center on Aging and the Life Course, Purdue University, West Lafayette, Indiana. ; Department of Sociology and Population Research Center, University of Texas at Austin.","j. geront., ser. b psychol. sci. soc. sci. ; j gerontol b psychol sci soc sci ; the journals of gerontology. series b, psychological sciences and social sciences ; the journals of gerontology. series b, psychological sciences and social sciences. ; psychological sciences and social sciences ; the journals of gerontology. ; journals of gerontology. series b, psychological sciences and social sciences. ; the journals of gerontology. series b, psychological sciences & social sciences ; journals of gerontology. series b, psychological sciences and social sciences ; psychological sciences & social sciences ; journals of gerontology. ; the journals of gerontology. series b, psychological sciences & social sciences.","Increasing risk for cognitive limitations in later life, along with an aging population, presents critical challenges for caregiving families and health care systems. These challenges urgently call for research examining factors that may protect against or exacerbate cognitive limitations among older adults. We examine the quality of relationships with adult children, a feature of the social environment known to affect physical and mental health and that may also influence the cognitive health of aging parents.
Using nationally representative panel data from the Americans' Changing Lives survey, we analyze the impact of both emotional support and strain in relationships with adult children on trajectories of cognitive limitations of aging parents.
Higher levels of strain with adult children were linked to higher initial levels of cognitive limitations among mothers but appeared to be protective against increasing cognitive limitations for fathers as they aged.
The gender gap in cognitive limitations may be exacerbated among aging parents experiencing high levels of strain with their adult children. These findings point to the importance of taking gender into account and studying whether positive and negative aspects of close social relationships affect older adults."
28137935,2017-01-30,Meal Timing and Frequency: Implications for Cardiovascular Disease Prevention: A Scientific Statement From the American Heart Association.,Marie-Pierre St-Onge ; Jamy Ard ; Monica L Baskin ; Stephanie E Chiuve ; Heather M Johnson ; Penny Kris-Etherton ; Krista Varady ;  ,,"circulation, n. y. ; circulation. ; circulation","Eating patterns are increasingly varied. Typical breakfast, lunch, and dinner meals are difficult to distinguish because skipping meals and snacking have become more prevalent. Such eating styles can have various effects on cardiometabolic health markers, namely obesity, lipid profile, insulin resistance, and blood pressure. In this statement, we review the cardiometabolic health effects of specific eating patterns: skipping breakfast, intermittent fasting, meal frequency (number of daily eating occasions), and timing of eating occasions. Furthermore, we propose definitions for meals, snacks, and eating occasions for use in research. Finally, data suggest that irregular eating patterns appear less favorable for achieving a healthy cardiometabolic profile. Intentional eating with mindful attention to the timing and frequency of eating occasions could lead to healthier lifestyle and cardiometabolic risk factor management."
