news_id,news_date,news_title,news_content
2namXku,2017-03-31,Pharmacy chain works to help curb opioid epidemic," (Reuters Health) - The drugstore chain Walgreens is taking a three-pronged approach to combat the public health crisis stemming from prescription opioids, according to a team of pharmacists and other clinicians from the company.    In the Journal of the American Pharmacists Association, they report that Walgreens pharmacies have expanded access to naloxone, a drug that can block the effects of opioid painkillers such as hydrocodone and oxycodone and thereby prevent overdose deaths from respiratory failure.    In addition, the chain installed medication-disposal kiosks in 500 of its 8,200 U.S. stores to make it easier for Americans to empty their medicine cabinets of unused pharmaceuticals that might otherwise fall into the hands of substance abusers.   Walgreens also has employed pharmacists and students to educate and counsel patients and caregivers about opioid overdoses and naloxone.    By August 2016, the chain had dispensed 10,478 naloxone prescriptions in 49 states, the pharmacists say.   Phil Caruso, a Walgreens spokesman who was not among the authors of the report, said most health insurance plans cover the cost of naloxone - $18.99 in a syringe version and $39.99 for a nasal version.   Emily Shafer, lead author of the report, compares naloxone to the emergency treatment for severe allergic reactions, EpiPen. “It’s important to have it on hand, like (you would have) an EpiPen if someone in your household has a peanut allergy,” she said in a phone interview.   Indeed, in 2014, U.S. Attorney General Eric Holder urged federal law enforcement agencies to train first responders to treat overdose victims with naloxone.   Addiction expert Dr. Alexander Walley likened naloxone in the home of an opioid user to a fire extinguisher. “If you have a gas stove, you’re expected to have a fire extinguisher,” he said in a phone interview. “If you have opioids, you should have naloxone.”   Naloxone is safe with no potential for abuse, Walley said. In fact, he added, “It’s the last thing somebody who is opioid tolerant wants because it takes away their high.”   But a mishmash of state laws governing dispensing of naloxone complicates the task of getting the drug to members of the community. As of early this year, the authors write, Walgreens offers naloxone without requiring a prescription in 40 states.   But every state has a unique set of requirements. Consistent laws about naloxone dispensing across the U.S. would help, Shafer said.   Other national pharmacy chains also have instituted programs to combat the opioid epidemic. Walgreens, however, is the only drugstore chain to install drug-disposal kiosks in some of its stores, Caruso said.   The U.S. Drug Enforcement Administration and local law enforcement agencies host regular prescription drug take-back events for safe disposal of prescriptions drugs. The DEA’s next National Take-Back Day will be on Saturday, April 29.   Pharmacies bear some responsibility for the overprescribing of opioids, Walley said.   “For some time now, opioid overdose has been recognized as a public health crisis. We didn’t get pharmacies involved soon enough, and we’re now playing catch-up,” said Walley, a professor at Boston Medical Center.    “Pharmacies are the most widely available health outlets in our communities. The fact that they are explicitly developing a strategy to implement public health measures to prevent overdose is a step,” he said.    Walley was not involved in the new report, but as a volunteer, he has written standing orders that allow Walgreens pharmacists in Massachusetts to dispense naloxone to opioid users who might need it.   U.S. pharmacists fill 650,000 opioid prescriptions every day, “a significant portion . . . due to inappropriate prescribing,” the authors write.    Since 1999, the number of U.S. opioid overdose deaths quadrupled, along with sales of the painkillers, according to the Centers for Disease Control and Prevention (CDC).    Every day, more than 1,000 Americans are treated in emergency rooms for opioid misuse, and 91 die from opioid overdoses, according to the CDC.   The CDC last year released guidelines urging primary-care physicians to dramatically curtail prescribing opioids for chronic pain. The guidelines recommend other, non-addictive medications, such as acetaminophen and ibuprofen, for chronic pain unless patients have cancer or are receiving palliative or end-of-life care.   The guidelines further suggest that when doctors do prescribe opioid painkillers, they prescribe the lowest possible dose and also prescribe physical therapy, exercise and other non-drug approaches to pain control.   "
2nnVXxn,2017-03-31,Can grandma help spot autism earlier?," (Reuters Health) - Kids with autism who spend a lot of time with their grandmothers may get diagnosed with the disorder at a younger age, a small study suggests.    “This finding is incredibly important, as these individuals have the potential to lower the age of diagnosis,” senior study author Joseph Buxbaum of the Icahn School of Medicine at Mount Sinai in New York said by email. “Early diagnosis means early intervention, which is critical for improving treatment outcomes.”   Even though autism spectrum disorder (ASD) may be identified starting when kids are around 2 years old, many children are not formally diagnosed until they are closer to 4, the researchers note in the journal Autism. The earlier autism is caught and treated, the better, because younger kids have more adaptable brains that may respond more to therapy than older children.    In the current study, an online survey of parents of children with autism as well as some friends and family members, parents reported about 25 percent of the time that another person close to the child noticed signs of autism first.    Kids in the study were diagnosed with autism when they were about 40 months old on average. When they regularly spent time with their grandmothers, however, they typically were diagnosed about 5 months sooner.    “Around 50 percent of friends and family noticed something was wrong with the child before they were aware that the parents themselves suspected something,” lead study author Nachum Sicherman of Columbia University in New York said by email.    About one in 68 children have autism spectrum disorder, which includes autism as well as Asperger syndrome and other pervasive developmental disorders, according to the U.S. Centers for Disease Control and Prevention.    People with ASD often have problems with social, emotional and communication skills. They might repeat certain behaviors and might not want change in their daily activities. Many people with ASD also have different ways of learning, paying attention, or reacting to things. Symptoms can be less severe with early detection and treatment.    To see how family structure influences when the disorder is caught, researchers examined survey data from 477 parents of children with autism and from 106 close friends and family members.    Children without siblings were diagnosed with autism about six to eight months earlier on average than kids with brothers or sisters living in the household at the time of their diagnosis, the study found.    Birth order also matters. Kids with older siblings get diagnosed about nine to 10 months sooner than children who only have younger brothers and sisters.    When parents said another adult close to the child first identified the possibility of autism, that person was a maternal grandmother 27 percent of the time and a teacher in 24 percent of cases.    Taken together, grandparents on both sides of the family tree noticed the potential for autism before parents did about 59 percent of the time.    The study isn’t a controlled experiment designed to prove how family structures and relationships with grandparents or teachers directly impact when autism gets diagnosed.    Another limitation is that the families in the study weren’t representative of the U.S. population; ack people in particular were underrepresented, the authors note.    But the findings suggest that close friends and family members may play a pivotal role in catching autism early, said Norah Johnson, a pediatric nurse practitioner at Marquette University in Milwaukee, Wisconsin, who wasn’t involved in the study.    “Delayed diagnosis tends to be from a lack of ability on the part of parents to make clinicians aware of the child’s social signs of ASD,” Johnson said by email.    It’s not unusual for grandparents who spend a lot of time with kids or provide childcare to detect difficulties that might lead to an autism diagnosis, said Dr. Thomas Frazier, director of the Center for Autism at Cleveland Clinic Children’s in Ohio.    “Parents need to be open to concerns from their family members, including their parents, regarding their children,” Frazier, who wasn’t involved in the study, said by email. “The more eyes the better, and this is especially true in situations where the child with possible difficulties is the older child with younger siblings.”  "
2oHDOvg,2017-03-31,Freestanding ERs may give patients sticker shock," (Reuters Health) - Care at freestanding emergency departments may cost about 10 times more than similar treatment at urgent care centers, according to a Texas study that highlights the potential for patients to be surprised by their bills.    The average cost of care at a freestanding emergency room in Texas was $2,199 in 2015, compared with $168 at urgent care, the study found. Either way, patients had to pay roughly one third of the tab out-of-pocket.    “We think patients may confuse freestanding emergency rooms with urgent care,” said lead study author Vivian Ho of Rice University in Houston.    “In Texas, they are both commonly found in suburban strip malls,” Ho said by email. “When people see a health care facility in that setting, they assume it won’t be as expensive as going to the hospital.”   For the study, Ho and colleagues analyzed insurance claims processed by Blue Cross and Blue Shield of Texas from 2012 to 2015.    While hospital emergency rooms and urgent care clinics accounted for the bulk of these claims, freestanding emergency departments experienced much more growth in use during the study period, researchers report in the Annals of Emergency Medicine.    In 2015, there were 1,046,545 visits to hospital emergency rooms and 926,933 to urgent care clinics, compared with just 183,971 visits to freestanding emergency departments.    During the study period, the number of freestanding emergency departments visited by patients in the database surged from 52 to 207 and the total number of visits jumped by 236 percent, from 54,696.    Prices at urgent care centers only rose 2 percent over the study period, while prices at hospital-based emergency rooms climbed 23 percent and prices at freestanding emergency departments soared 54 percent.    By the end of the study, average prices at hospital emergency rooms were $2,259, or about $60 more than at freestanding emergency departments.    When researchers looked at prices in different settings for the most common conditions treated, they found average prices were much higher at freestanding emergency departments than at urgent care.    For example, treatment for upper respiratory infections cost $1,351 at freestanding emergency rooms and $165 at urgent care clinics. At hospital-based emergency rooms, the price was $1,074.    One limitation of the study is that the severity of diseases or injuries might have varied at the different facilities, the authors note. They also lacked data on the total amount of money patients ultimately paid out-of-pocket for their care.    Another shortcoming is that the study didn’t include patients with other types of insurance including government programs like Medicare, Medicaid and Tricare.    Treating patients with these other types of insurance might bring down the average amounts paid out to hospital emergency rooms because those programs typically reimburse at a lower rate than private insurance, said Dr. Erin Simon, a researcher at Cleveland Clinic Akron General in Ohio who wasn’t involved in the study.    “Independent freestanding emergency departments are not able to bill those patients and must absorb those costs, and neither of those factors are addressed in this study,” Simon said by email.    Freestanding emergency departments may offer better access to care because they’re often located closer to where patients live and can cut travel time in emergencies, noted Dr. Nitish Patidar, a researcher at Quinnipiac University in Hamden, Connecticut who wasn’t involved in the study.    In some emergencies, patients might need to be transferred to a hospital, but the quality of care should generally be similar between freestanding emergency departments and hospital-based emergency rooms, Patidar said.    Patients do need to know when to try urgent care and when to visit emergency rooms, said Dr. Benjamin Lawner, medical director of prehospital care services for LifeFlight and EMS at Allegheny General Hospital in Pittsburgh, Pennsylvania.    “Urgent care centers are most suitable for convenience type of care,” Lawner said by email. “If a patient has a sore throat, cough, cold, or laceration, the urgent care center represents an accessible and efficient means of care,” he said.   “For possible life threatening situations such as chest pain, trouble breathing, weakness or significant injury, I’d recommend a freestanding emergency department or hospital emergency department,” Lawner added.   "
2nYYC0X,2017-03-31,"Overweight, obese young men at increased risk of liver disease"," (Reuters Health) - Young men who are overweight or obese have up to double the risk of normal-weight peers for developing liver disease later in life, a large study in Sweden suggests.   If the young men also had type 2 diabetes, their risk of having liver disease by the time they reached middle age was as much as 3.3 times higher, researchers report in the journal Gut.     Past studies have shown that diabetes raises risk for liver disease and liver cancer, but the current study indicates that having a high body mass index (BMI), a measure of weight relative to height, is a risk factor on its own.   “A high BMI early in life in men is associated with an increased risk of developing severe liver disease later in life, and this cannot be explained by a high alcohol consumption or viral hepatitis,” lead study author Dr. Hannes Hagstrom told Reuters Health by email.   “Also, this risk was highly increased in those men who contracted type 2 diabetes during the follow-up, independent of the baseline BMI,” said Hagstrom, a researcher with the Center for Digestive Diseases at Karolinska University Hospital in Stockholm.   The study team analyzed records for 1,220,261 men who had physicals when they were drafted into the Swedish army between 1969 and 1996 and were 17 to 19 years old at the time. Using national health registries, the researchers followed the men until 2012.    They grouped men according to BMI, which is measured as kilograms per square meter. Normally, a BMI between 18.5 and 24.9 is considered a healthy weight, while 25 to 29.9 is overweight, 30 or above is obese and 40 or higher is what’s known as morbidly obese. In the current study, researchers reduced the healthy range to BMIs between 18.5 and 22.5, and used men in that group as the basis for comparisons with all the others.     When the men were drafted, the average BMI was 21.5, and just 100,000 men were in the overweight range and 20,000 qualified as obese. But rates of obesity differed across the original enlistment period, the researchers note. In 1969, about 6 percent of men were overweight and less than 1 percent were obese, but by 1996, 12 percent of young men were overweight and almost 3 percent were obese.    Over the follow-up period, 5,281 men developed severe liver diseases, including cirrhosis and liver failure, and 251 were diagnosed with liver cancer.    When compared to men with BMIs less than 22.5 at baseline, the risk of severe liver disease increased as BMIs went up: men in the overweight category had about 50 percent increased risk of liver disease and obese men had a two-fold increased risk. Excluding men with a diagnosis of alcoholic liver disease from the analysis raised the risk associated with obesity slightly higher still.    “Although we cannot know for sure, we speculate that these men had or developed non-alcoholic fatty liver disease, and that this in some cases led to severe liver disease,” Hagstrom said.   When they looked at liver cancer, the researchers found that men who were overweight at baseline had about a 60 percent increase in risk, while the risk was more than tripled for men who were obese.   Hagstrom said physicians should know overweight and obese teenage boys are at an increased risk for future severe liver disease, and that intervention early in life likely is necessary to reduce this risk.    “Obesity is an important risk factor for a number of types of cancer. Liver cancer is one of those,” Karen Basen-Engquist told Reuters Health.   “This study shows that even obesity in early adulthood is associated with later risk. It’s important for us to try to maintain a healthy weight all through our lives,” said Basen-Engquist, director of the University of Texas MD Anderson’s Center for Energy Balance in Cancer Prevention and Survivorship in Houston.   Basen-Engquist, who was not involved in the study, said doctors and researchers need to keep getting that message out because a lot of people aren’t aware of the link between obesity and cancer. “A lot of people know about smoking and cancer, but they don’t think about obesity and cancer risk.”   "
2kX4fQk,2017-03-30,More evidence linking stress to obesity," (Reuters Health) - Using hair to measure long-term levels of the stress hormone cortisol, UK researchers confirm the link between chronic stress and packing on pounds, as well as difficulty shedding excess weight.    Previous research has tied high levels of the stress hormone cortisol in the blood, urine or saliva to obesity, but these measurements can vary based on factors like the time of day and don’t capture long-term stress levels, the study team notes in the journal Obesity.    “When people are facing a stressful situation, a chain reaction is set off in the body that results in the release of cortisol, leading to higher levels of this hormone in the body,” said lead study author Sarah Jackson of University College London.    “Cortisol is involved in a broad range of biological processes, including metabolism, body composition and the accumulation of body fat,” Jackson said by email. “When we’re stressed out we may also find it more difficult to find the motivation to go for a run or resist unhealthy foods.”   Stress sets off alarms in the brain that trigger the nervous system to release hormones to sharpen the senses, tense the muscles, speed up the pulse and deepen breathing. Commonly called a flight or flight response, this biological reaction helps us defend ourselves in threatening situations.   Isolated or temporary stressful situations may not be harmful, but routine exposure to stress can lead to immune system problems, heart disease, nervous system complications and mental health disorders in addition to obesity.   For the study researchers examined data collected from men and women aged 54 and older taking part in the English Longitudinal Study of Ageing. Participants underwent tests every two years starting in 2002, and during the sixth wave of the study they provided a hair clipping.    The study team tested cortisol levels that accumulated in the hair over time in 2,527 men and women and found that participants with more cortisol in their hair were also more likely to be obese or have lots of excess fat around their midsection.    Researchers looked at cortisol levels in the two centimeters of hair closest to the scalp, which typically represents about two months’ growth. They also looked at weight, waist circumference and body mass index (BMI), a measure of weight relative to height.     Participants who were classified as obese based on their BMI or waist circumference had particularly high levels of hair cortisol, the study found. Analyzing weight and body fat data from assessments in the four years prior to when the hair clipping was taken, researchers also found that obesity tended to persist over time for the people with the highest cortisol levels.   The study wasn’t a controlled experiment designed to prove how stress directly impacts cortisol levels or weight gain.    Other limitations include the primarily white, older adult study population, which means results may be different with younger people or other racial or ethnic groups, the authors note.    Even so, the findings add to growing evidence linking stress to obesity, said Dr. Susan Fried, of the Icahn School of Medicine at Mount Sinai in New York.   Cortisol is released in response to many stresses, Fried, who wasn’t involved in the study, said by email. Chronically high cortisol is thought to promote fat accumulation around the waist and increase the ability of fat cells to store fat.    The fix for stressed out people looking to shed excess pounds isn’t clear from the study results, however.    “I don’t think there is strong evidence or consistent studies showing stress reduction itself causes weight loss,” Fried said. “There is accumulating evidence that sleep is very important; people overeat when under-rested.”   The findings do suggest that people may need to take a holistic approach to weight loss that goes beyond diet and exercise to consider factors like stress, said Dr. David Katz, director of the Yale University Prevention Research Center in New Haven, Connecticut.    “You might think you need to improve your diet, or exercise more, and that’s true,” Katz, who wasn’t involved in the study, said by email. “But for you, the first priority might be to manage stress better so you are more capable of doing those things, and reduce a hormonal barrier to weight control into the bargain.”  "
2mCwpkn,2017-03-30,HPV vaccination during pregnancy shows no ill effects," (Reuters Health) - New evidence from a Danish nationwide study suggests that Merck and Co, Inc’s quadrivalent human papillomavirus vaccine (HPV), marketed as Gardasil, is not dangerous in the unusual case when it is inadvertently given during early pregnancy.   Among 1,665 women exposed to the Gardasil vaccine while pregnant, there was no increased risk of having a child with a major birth defect compared to 6,660 women not exposed during pregnancy.   The analysis also showed no elevated risk for spontaneous abortion, preterm birth, low birthweight, stillbirth or having a child who is small for gestational age.    “Before our study, very little was known about the safety of HPV vaccination in pregnancy,” coauthor Dr. Anders Hviid told Reuters Health in an email. “The lesson is that for young women who are inadvertently vaccinated early in pregnancy there is no need to worry; our results do not support that this exposure has an adverse effect on the unborn baby.”   And for now, “HPV vaccines should still not be administered in pregnancy,” said Hviid, a senior investigator in the department of epidemiology research at the Statens Serum Institute in Copenhagen.   “The study doesn’t cover all bases, but what it generally says is very positive news,” Dr. Robert Burk of the Albert Einstein College of Medicine in New York told Reuters Health in a telephone interview. “As far as they can measure in a large population, there seems not to be a major detectable detrimental effect of the HPV vaccine. It’s kind of what we anticipated, but the news is as good as you’re going to get about a vaccine.”   The study did not look at the safety of the bivalent version of the vaccine that covers fewer strains of HPV.   More than 72 million women and girls worldwide have received HPV vaccines, which are designed to protect against cervical and other cancers. The vaccine is recommended for women aged 9 to 26 but not during pregnancy.   However, women who are pregnant but don’t yet realize it are sometimes vaccinated.    “It’s not that uncommon,” said Burk, a professor of microbiology, immunology, epidemiology and population health who was not involved in the study. “You’re immunizing women in their reproductive window when a good chunk of women are getting pregnant.”   One previous analysis that pooled data from two studies reported an elevated spontaneous abortion rate among women who got pregnant within 90 days of vaccination with the bivalent HPV vaccine, but other research has called that finding into question.   The new study, reported in the New England Journal of Medicine, looked at all pregnant women in Denmark using several national registries. The data included the years 2006 to 2013.   Instances of spontaneous abortion within the first six weeks of pregnancy were not included, the authors write, because many cases of spontaneous abortion during the first weeks of gestation may go unrecognized.   Although the raw data did suggest higher rates of low birth weight, preterm birth and major birth defects, vaccinated women were also more likely to be smokers, unmarried and have both lower incomes and lower levels of education, putting them at higher risk for those outcomes in the first place.   Once the research team adjusted for those factors, they found no significant difference in risk for women who got the vaccine while pregnant.  "
2lmoJQV,2017-03-30,Chemical disinfectants and sanitizers linked to thyroid cancer," (Reuters Health) - Workers exposed to chemicals like deodorizers, sanitizers, disinfectants and sterilizers on the job may be more likely than other people to develop thyroid cancer, a recent study suggests.    Occupational exposure to these chemicals, known as biocides, was associated with a 65 percent higher risk of thyroid cancer, the study found. For people whose jobs might have led to the most cumulative exposure to biocides over time, the odds of thyroid cancer was more than doubled.    The study also looked at pesticides, and didn’t find an increased risk of thyroid cancer linked to these agricultural chemicals.    “Limited studies have investigated occupational exposure to pesticides in relation to thyroid cancer and have reached inconsistent results,” said lead study author Dr. Yawei Zhang, an environmental health researcher at Yale University in New Haven, Connecticut.    “Our study did not support an association between occupational exposure to pesticides and risk of thyroid cancer, but suggested that occupational exposure to other biocides might be associated with an increased risk of thyroid cancer,” Zhang said by email.    Scientists aren’t certain what causes thyroid cancer, though the odds of these malignancies are higher with certain genetic disorders and with exposure to high amounts of radiation, especially during childhood.    Women are much more likely to get thyroid tumors than men, and this type of cancer is more common in white people than in other racial or ethnic groups.    For the current study, researchers compared data on 462 adults with thyroid cancer in 2010 and 2011 to 498 people who didn’t get these tumors but who were otherwise similar and around the same age.    Researchers asked study participants to report all jobs held for at least one year during their lifetimes and to provide detailed information on their job title, duties, company name, type of industry and dates of employment.    Then, researchers calculated potential exposure to biocides and pesticides based on a state database of occupational contact with specific chemicals and pollutants.    Pesticides included primarily agricultural chemicals like insecticides, herbicides and rodenticides. The jobs most often linked to these chemicals were farmer, rancher and other agricultural managers; postal worker; and supervisor of landscaping, lawn services and grounds keeping workers.    Biocides in the study were typically used in medicine or cleaning. Jobs most often tied to these chemicals included healthcare providers involved in diagnosing or treating patients; psychiatric and home health aides; and building cleaning workers.    Women with any occupational exposure to biocides were 48 percent more likely to develop thyroid cancer, while men had more than tripled odds, the study found.    Although the underlying mechanisms linking biocides to thyroid cancer are unclear, it’s possible that these chemicals alter thyroid hormones, researchers note. Triclosan, for example, a chemical widely used in cleaning products, has been shown to decrease levels of two thyroid hormones involved in growth and metabolism.    Another chemical, the wood preservative pentachlorophenol, has been show to lower thyroid hormone levels in rats, the authors also point out.    The study wasn’t a controlled experiment designed to prove biocides or pesticides directly cause thyroid cancer.    Other limitations include the five-year age bands researchers used to compare people with thyroid tumors to similar healthy individuals. It’s also possible the state data on occupational chemical exposure might not always reflect the level of exposure to certain biocides or pesticides by individual people in the study.    But the findings suggest it makes sense for people to be cautious about biocide and pesticide exposure, researchers conclude.    “People should take caution when they apply pesticides or other biocides in work place or at home by wearing protective clothes or mask and washing hands afterwards,” Zhang said.   "
2octnE0,2017-03-30,Firearm-related hospitalizations cost U.S. billions," (Reuters Health) - Just the initial hospitalizations for firearm-related injuries in the United States cost an average $735 million per year, with the government picking up a large portion of the tab, researchers say.   Medicaid and Medicare pay 41 percent of the total, and private insurers another 20 percent, the study authors report in American Journal of Public Health.   “Firearm-related injuries are at the heart of one of the most heated political discussions in the United States, yet there is surprisingly little scientific research available on the subject,” said lead study author Sarabeth Spitzer of the Stanford University School of Medicine in California.   “It is important for all parties involved in these discussions to have a clear understanding of the monetary cost of these injuries and where the financial burden falls,” she told Reuters Health by email.   In 2014, firearms caused about 33,700 deaths and 81,000 nonfatal injuries in the U.S., according to the Centers for Disease Control and Prevention. The U.S. homicide rate is seven times higher than that of other developed countries, and the gun homicide rate is 25 times higher, Spitzer and her co-authors note.   To get a conservative estimate of the costs of firearm injuries, the researchers analyzed data from the largest U.S. database of inpatient hospital care. They focused on emergency treatment of firearm injuries that led to hospital admission, excluding readmissions for an older injury or patients who were treated but not admitted.    Between 2006 and 2014, about 267,000 patients were admitted for firearm-related injuries, and inflation-adjusted costs totaled $6.61 billion. Average costs per admission ranged from $19,600 for self-pay patients to $30,900 for Medicaid patients.    “This study underestimates the true cost of firearm-related injuries as it includes only the first inpatient admission cost,” Spitzer said. “It excludes many other important and costly steps in patient treatment such as emergency department care, readmission, rehabilitation, long-term health care and disability.”   The injury patients were overwhelmingly male across all payer groups. Patients insured by Medicaid, the federal-state insurance program for the poor, stayed in the hospital for an average three days longer than others and had injuries that were more likely to have been caused by assault.    Patients covered by Medicare, the federal health insurance program for people over age 65, were more likely to have self-inflicted injuries and privately-insured patients had more unintentional injuries.    About 43 percent of all hospital admissions were in the South, which also had the highest proportion of self-pay patients. The Northeast had the lowest proportion of admissions with 16 percent.   Of the inflation-adjusted $6.6 billion costs during the study period, Medicaid paid $2.3 billion, or 34.8 percent; Medicare paid $0.4 billion, or 6 percent; private insurers paid $1.32 billion, or 34.8 percent; and self-pay individuals paid $1.56 billion or 23.6 percent.    “We’re an outlier nation in terms of gun problems, and this only looks at a small part of the expense,” said David Hemenway of Harvard University in Boston who wasn’t involved with the study.   The study doesn’t include costs related to long-term issues such as spinal cord injuries and traumatic brain injury, as well as social or job-related costs, such as unemployment, sick leave and psychological impact on loved ones, noted Hemenway, who directs the Harvard Injury Control Research Center.    “It doesn’t even begin to account for the real costs of losing a relative, spouse or community member,” he added. “Gun violence makes it impossible to live a good life in some of these places, especially when industry doesn’t want to move in and people are afraid to go out.”   As the first study to quantify firearm-related costs in about a decade, the data could have major implications for public policy changes and healthcare funding, said Konstantinos Economopoulos of Massachusetts General Hospital in Boston, who was not involved in the research. In the past 30 years of funding from the National Institutes of Health, for example, six awards have supported firearm-injury studies, he said.    “The financial burden . . . falls mainly on the shoulders of the government (through Medicaid) and the uninsured,” he told Reuters Health by email. “There is an ethical - but also financial - imperative need for an increase in funding for future research to tackle the ongoing epidemic of firearm-related injuries.”  "
2mBgBKW,2017-03-29,Are any fad diets good for heart health?," (Reuters Health) - It may be tempting to latch on to the latest diet fad like juicing or going gluten-free to lose weight or achieve other health goals. But when it comes to heart health, doctors say sticking with old standbys like fruits, veggies and olive oil is still the best approach.    To see what kind of diet patterns might be the most heart healthy, a team of doctors and researchers examined results from more than a dozen previously published nutrition studies. Taken together, all of this evidence shows the best regimen for heart health includes plenty of fruits, vegetables, whole grains and legumes, the study concludes.    “There is a great amount of misinformation about nutrition fads, including antioxidant pills, juicing and gluten-free diets,” said lead study author Dr. Andrew Freeman, director of cardiovascular prevention and wellness in the division of cardiology at National Jewish Health in Denver.   “However, there are number of dietary patterns that have clearly been demonstrated to reduce the risk of many chronic diseases, including coronary heart disease,” Freeman said in a statement. “There is growing consensus that a predominantly plant-based diet that emphasizes green, leafy vegetables, whole grains, legumes and fruit is where the best improvements are seen in heart health.”   Based on the scientific data available, nuts in moderation, extra-virgin olive oil and lean meats can also be part of a heart healthy diet, Freeman and colleagues report in the Journal of the American College of Cardiology.    To help avoid high cholesterol, one risk factor for heart disease, the study authors also recommend skipping or limiting eggs and other oils like coconut and palm oil.    Even though U.S. dietary guidelines released last year removed previous recommendations to limit cholesterol, the current research review still advises against eating too many eggs because they are associated with higher cholesterol levels in the blood.    Coconut oil and palm oil may be trendy, but there isn’t much data to show they’re healthy for routine use, the study also concludes. Olive oil does have proven benefits, but should be consumed in moderation because it’s high in calories.    When it comes to antioxidants, another diet fad, there’s no evidence that supplements can help the heart and some evidence that they may have harmful health effects. But the science does support eating whole fruits and vegetables to get these nutrients.    Juicing, too, may not be as good for the heart as whole fruits and vegetables if people end up drinking too many calories, the researchers note. Juices without added sugar may, however, make sense for people who don’t eat enough fruits and vegetables.    “The problem with juicing is that many individuals who drink these tend to consume more calories from added sugars (fruit, yogurt, milk) than they realize,” Dr. Daniel Rader of the Perelman School of Medicine at the University of Pennsylvania in Philadelphia said by email. He wasn’t involved in the study.    Gluten-free diets that avoid ingredients like wheat, barley and rye are necessary for people with celiac disease or gluten allergies, but don’t have proven benefits for anyone else, the study concludes.    It’s possible that fad diets avoiding gluten without a medical reason to do this might appear to be successful because people who try eating this way to improve their health also do other things that are healthy like getting plenty of exercise and sleep and avoiding smoking and junk food, said Alvaro Hernaez, a researcher at the Hospital del Mar Medical Research Institute in Barcelona.    “They feel better because of the general improvement in their lifestyle habits,” Hernaez, who wasn’t involved in the study, said by email.    Fads diets, especially those that load up on meat or restrict too much food, should be avoided, said Samantha Heller, a nutritionist at New York University Langone Medical Center who wasn’t involved in the study.    “We would all benefit from eating fewer foods that come from animals such as ham, beef, cheese, butter and pork, and eating a lot more plant foods,” Heller said by email.   "
2oykoJb,2017-03-29,Estrogen for osteoporosis tied to lower risk of gum infections," (Reuters Health) - - After menopause, women who take estrogen therapy may be less likely to develop severe oral health problems than peers who don’t take hormones or other treatments for age-related bone damage, a recent study suggests.    During menopause and afterward, the body slows production of new bone tissue and women face an increased risk of osteoporosis. Falling levels of the hormone estrogen around menopause can contribute to fragile, brittle bones associated with both osteoporosis and periodontal disease, or infections around the teeth and gums.   For the current study, researchers examined data on 492 women in Bahia, Brazil, who had gone through menopause and had bone density scans between 2009 and 2011. The group included 113 women treating osteoporosis with calcium and vitamin D supplements, or with estrogen alone or in combination with the hormone progestin.    Overall, the rate of severe periodontitis - when the inner layer of gums pull away from the teeth - was 44 percent lower among the women taking estrogen for osteoporosis, the study found.    “I imagine that a patient who forgoes osteoporosis treatment with estrogen because of its risks is unlikely to change her mind after learning there is a potential connection to periodontal disease,” said Natalia Chalmers, director of analytics at the DentaQuest Institute in Westborough, Massachusetts.    “But if she is already predisposed to severe periodontitis, it is important for her to know how osteoporosis may make her condition worse,” Chalmers, who wasn’t involved in the study, said by email.    Risks of estrogen therapy can include increased odds of heart disease and breast cancer, Johelle de S. Passos-Soares of the Federal University of Bahia in Brazil and colleagues note in the Journal Menopause. Passos-Soares didn’t respond to requests for comment on the study.    Periodontitis is a leading cause of tooth loss in older adults. As gums pull away from the teeth, debris collects in the mouth that can become infected and plaque can spread below the gum line. In severe cases so much gum tissue and bone are destroyed that teeth become loose and fall out.    Women in the study were 61 years old on average, and ranged in age from 50 to 87. They typically when through menopause when they were around 47 years old.    Women treating osteoporosis averaged about 9 missing teeth, 8 decayed teeth and 2 teeth with fillings or restorations. They were also more likely than women not treating osteoporosis to have visited a dentist within the past two years.   With estrogen treatments, fewer women had periodontal disease, which researchers defined as gaps at least 5 millimeters deep between the gums and the jaw around at least 30 percent of teeth. But the difference from women not using estrogen was too small to rule out the possibility that it was due to chance.    However, osteoporosis treatment was associated with fewer cases of severe periodontitis and significantly fewer teeth that had gaps at least 4 millimeters deep between the gums and the teeth.    The study isn’t a controlled experiment designed to show whether estrogen treatment after menopause directly prevents gum disease or severe periodontitis.   Limitations of the study include the fact that researchers looked at women at a single point in time, so they couldn’t determine when the women developed oral health problems relative to when they went through menopause or started estrogen treatments. Women in the study were also recruited from a health center, making it possible the findings might be different in a broader population of patients, researchers note.    It’s also possible that women who seek routine care for one aspect of their health may be more likely to get treatment for other health issues, Chalmers said. That means the connection between osteoporosis treatment and women seeking more preventive care in general might explain a lower risk of periodontal disease.    “The link between osteoporosis and periodontal disease is not clear, and more studies are needed to fully assess this connection,” Chalmers said. “However, we can say that patients affected by each condition share risk factors such as age, smoking, hormonal change and genetics, as well as calcium and vitamin D deficiency.”  "
